id	tweet	subtask_a	subtask_b	subtask_c
79632	@USER @USER @USER @USER She is not in this photo. It has not been verified that they knew each other. This story is about the weirdest I’ve ever heard and The Texas Rangers better do right by Bo.	NOT	NULL	NULL
17610	@USER Bs. He is looking for retirement money and a new job.	NOT	NULL	NULL
52115	@USER That she is. 😊 URL	NOT	NULL	NULL
82385	"NOW I KNOW WE HAVE A LOT OF PEOPLE TO FEED, BUT THESE TWO? THESE ARE MINE! NOW GO BACK TO FEEDING PEOPLE, I'M STARVING! I HAVEN'T EATEN IN AT LEAST 40 MINUTES! YOU NEED A MAGA HAT!"" URL"	NOT	NULL	NULL
68279	.She is dirty like Trump...She stole Ted Cruz campaign voters list and gave it to Trump URL	OFF	TIN	IND
67539	@USER @USER @USER Of Course they are attacking your book. I am shocked this tweet has not been censored. Keep fighting to #MAGA!	NOT	NULL	NULL
25492	@USER Ah... but aren't the railways so much better now they've been privatised by the @USER  URL	NOT	NULL	NULL
11283	@USER Our great state has been flooded with illegal immigrants and liberals  from blue states looking for work. Then these dumba$$es vote Democrat!?!!! Go figure. All insane.	OFF	TIN	GRP
80808	@USER She is unhinged and not to be taken seriously by anybody.	NOT	NULL	NULL
15795	@USER Not to mention they’re the ones who allegedly defend freedom and liberty but use the NSL/McCarthyism to silence dissent and almost sent paratroopers to quash the candlelight revolution. Conservatives = hate democracy.	NOT	NULL	NULL
85728	@USER If Gov't remains status quo we can Kiss our new found wealth goodbye! OPEN AND TRANSPARENT! NOTHING LESS! Thanks to @USER for having a spine! #MAGA #PURGE #Buildthewall #SundayFunday #NEWS #FAKENEWS #MEDIA #business @USER @USER #FOXNEWS @USER	NOT	NULL	NULL
67667	@USER she’s just jealous of how cute you are with your scrunchie &amp; crocs!!! wear them proudly sweet pea!! 💓💕	NOT	NULL	NULL
15716	@USER I thought they turned into Antifa?	NOT	NULL	NULL
14617	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Following all #Maga patriots please follow back 👍  #LionsDen 🦁  #MAGA2KAG 🇺🇸	NOT	NULL	NULL
75594	@USER If it doesn’t have m&amp;m’s it’s not trail mix. You are kicking ass and doing awesome. Keep it up!!!	OFF	TIN	IND
67167	@USER Crazy liberals	OFF	TIN	GRP
57902	@USER *fingers crossed* she is enjoying school but going...konjam sad and little tears.  no tanrums though...	NOT	NULL	NULL
14334	@USER WiFi- Free	NOT	NULL	NULL
22885	@USER @USER @USER @USER @USER @USER I think you are confused about who was locking people up	NOT	NULL	NULL
94318	@USER You’re right. But if our terrorize someone for having a different belief.. you are not any better	NOT	NULL	NULL
31170	@USER @USER I hope you are right!	NOT	NULL	NULL
60904	@USER I don't know who she is.	NOT	NULL	NULL
16402	@USER she is really putting one the act she has been in a Hotel and have money to eat and also go to museum  and her home is ok	NOT	NULL	NULL
71496	@USER @USER That’s awesome! I bet Liberals are screaming right now. Trump’s face when he heard it was great!  Go Trump!	NOT	NULL	NULL
56590	@USER Cockroach	OFF	UNT	NULL
93727	@USER @USER @USER @USER Lisa Page confirmed the Russia story was passed to the MSM as a distraction for gullible liberals to push as a narrative to hinder our duly elected president’s success in office.	OFF	TIN	GRP
80239	@USER Despicable is a world that only goes half way of describing maxine	NOT	NULL	NULL
43692	@USER Soros' people are really vicious and out of control.  He or one of his allies probably plans and funds Antifa.  They are actually trying to take over the government.	NOT	NULL	NULL
73098	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER pretty much spot on there	NOT	NULL	NULL
15293	@USER @USER @USER Everyone muted you ...  Thanks for working for free 😂😂😂  #MAGA	NOT	NULL	NULL
28260	@USER whats wrong with dead #antifa?  I don't understand I thought the only good antifa was....	OFF	TIN	IND
96132	@USER Becoming what?  Besides a multi-millionaire?	NOT	NULL	NULL
29478	&amp; this is why she is the GOAT URL	NOT	NULL	NULL
51057	@USER I just want to impress only one person in particular. I don't care about the rest of the world becoz he is the world to me.	NOT	NULL	NULL
33194	@USER Trump will never be a free range chicken again  He is a danger to the world while under constant surveillance and scrutiny   Imagine him gallivanting around the world with the little scraps of actual intel he does know completely unfettered  Just don't see it happening	OFF	TIN	IND
93002	@USER She is so gross. An obvious hack	OFF	TIN	IND
21232	@USER @USER Unfortunately that it the liberals agenda	NOT	NULL	NULL
80685	@USER @USER Where does Mrs May get her 'cunning plans' from? URL	NOT	NULL	NULL
87352	@USER You must have an entire closet dedicated to college teams.	NOT	NULL	NULL
53040	@USER Good bye Flakey Fake and good riddance!	NOT	NULL	NULL
93476	@USER If you are not sure then l will block all these useless tweets. OK ?	OFF	TIN	IND
37529	@USER The reason people are tired of this is because you only focus on the conservatives. Ford has treated people poorly and the constitutional crisis is abominable. His treatment of the women in the legislature is despicable.	NOT	NULL	NULL
58046	#WalkAway from #Liberals and #JustinTrudeau URL	NOT	NULL	NULL
64650	@USER This woman is going to be so rich .. she is already a hero to half the country and 90% of the media and acedemia because she might stop Trump from giving the court a conservative majority .	NOT	NULL	NULL
75168	@USER @USER Good Arrest them all!  Arrest the crazy NDP leader @USER as well.  She is Having her lil minions take a fall for her! She planned this! Will she be paying their Legal fees? I think not! The immaturity level of this goverment party is disgusting!!!	OFF	TIN	IND
94851	@USER @USER @USER @USER @USER @USER @USER @USER @USER YES!!! Among my favorite stories! #Darkseid comes back and shows how a perennial evil he is in the universe! The Daxamite menace might be among the most terrible menaces ever read by me!	NOT	NULL	NULL
49496	@USER @USER @USER You don’t know squat about Obama. Second you say we are not safe because of Obama? Wrong! You think were safe to an individual who fights gun control? How many shootings have there been since Trump got into office? Explain that!	NOT	NULL	NULL
76807	. @USER @USER @USER @USER Fake conservatives and their fake outrage over the budget betrayal URL URL	OFF	TIN	GRP
63238	@USER @USER Conservatives historically go by the constitution . Part of the reason for the name . The libs like to make to make it up as we progess(ive)	NOT	NULL	NULL
18240	@USER I knew he will b dead 🤣🤣 He is brave 🤣🤣🤣	OFF	TIN	IND
98104	@USER @USER @USER @USER @USER Nah she is pti an emotional one more than rational.. but got caught at the wrong end of the bargain. Big house too many members but single gas connection. She doesn't understand it's target is the elite and the people who run gas generators.	NOT	NULL	NULL
80596	@USER @USER I hope the NFL folds!	NOT	NULL	NULL
53557	@USER you say “high-value men” like that’s a real thing that exists &amp; not a made-up lie you told yourself to distract from the fact your mother never loved you &amp; your penis is microscopic	OFF	TIN	OTH
42514	@USER @USER @USER John careful... liberals will attack you for thinking critically because the facts aren't on their side	OFF	TIN	GRP
53436	@USER Amazing how the POPE is afraid of the truth	OFF	TIN	OTH
59555	@USER These people are absolutely insane! Liberals have been attacking white men for years and it is getting worse. The path they are pushing for will create another civil war which there will not be a recovery AND they are too damn stupid to see that.	OFF	TIN	GRP
49649	@USER @USER If they don't change course the Tories are going to be toast at the next general election.  They do not want to go the way of the Canadian Conservatives in 1993 who went from being in power with 156 seats to just 2 seats!  URL URL	NOT	NULL	NULL
16389	@USER That's a strange question to ask me because of course I love my sister!! I'm her big brother! I'm there to make sure she is safe and alive!	NOT	NULL	NULL
83261	@USER Crazy Maxine is either huffing spray paint or smoking crack. #MAGA	NOT	NULL	NULL
37065	@USER Call these outsiders out. Most of these comments and likes come from liberals in other states trying to swing elections in Wisconsin. Shine the light on who and what they are.   Scott Walker has been a target of theirs since his first governor election. We got this! Let’s do it!	NOT	NULL	NULL
11457	@USER She is just trying to get more donations 😏	NOT	NULL	NULL
64308	@USER boy you sleeeeeeepppp 😭😭 ass be ret on Pansy or Bailey tonight 😂😂😌	NOT	NULL	NULL
55945	@USER @USER “BuzzFeed News contacted the woman believed to be the subject of the letter at her home last week. She declined to comment. BuzzFeed News has not been able to confirm the contents of the letter.”  Now hearing she is a high school classmate.	NOT	NULL	NULL
79712	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER ...yes. It's why i had to take a break ... play on a thread for awhile.... bad. bad. bad. Red Pill is bitter.	NOT	NULL	NULL
66741	@USER @USER Also TINA - one for the old school liberals.	NOT	NULL	NULL
92152	I now have over 6k followers.  Only 94k to go to get to my goal!  #TrumpTrain #MAGA #KAG	NOT	NULL	NULL
83154	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Just blocked a 4th.  So much easier and you know it drives them nuts 🤣	NOT	NULL	NULL
39309	@USER Andrea Mitchell. Another political hack embedded in the news media. Listen to the tone of that interview.  She is looking for a gotcha moment instead of commending the guy for the work that he is doing. At every turn he shoots her down and it kills her.	OFF	TIN	IND
26503	@USER The DAILY Vitriol and Hatred Spewed by SCHEMING Liberals is meant to Incite precisely this type of lunacy.	NOT	NULL	NULL
77941	@USER @USER NOW is the time to begin scheduling SUNDAY COLLEGE football games! You can push these America-phobes and police haters right off the ratings cliff!  #NCAAonSundays!!	NOT	NULL	NULL
76932	@USER You don't know her she is Senegalese 😂😂	NOT	NULL	NULL
35828	@USER Had no interest in watching the DNC hour with a hunch of sanctimonious liberals who trigger over everything except when they are insulting those who disagree with their cause of choice for the moment. Pass.	NOT	NULL	NULL
55559	#TuesdayThought.   The only hate speech that I hear these last 2 years is from Liberals- STOP THE HATE!	OFF	TIN	IND
76058	@USER And it's not that the legal profession is somehow biased towards conservatives! The Federalist Society exists because conservative were not well-fostered in the profession!	NOT	NULL	NULL
16945	@USER Prime example as to why we can't have anymore liberals in our government.  They don't want to nor do they know our Constitution.  They prefer to dictate and be superior than Americans. Their hate for our Republic is brazen and we need to keep them out.  #VoteThemAllOut	OFF	TIN	GRP
24008	@USER @USER These people are special. Lol URL	NOT	NULL	NULL
71622	Broke my toe on my second day in maga.	NOT	NULL	NULL
37598	@USER LOL LOL LOL LOL LOL!!!!!!!😂😂😂😂😂😂😂. You are a fool!!!	OFF	TIN	IND
49919	@USER @USER @USER @USER @USER @USER @USER @USER @USER Chicago has strict gun control laws -- but within a few miles there is a free sale and exchange zone that nullifies rational efforts. Banning gun sales in the city of Chicago helped a lot. Restricting Illinois sales helped. Indiana won't participate.   1/	NOT	NULL	NULL
56657	@USER Hes sure as hell not one of is either... traitor liberals- all of them-	OFF	TIN	GRP
15620	@USER @USER nigga thought it was gone a 44 point game??? funny to ya boy	NOT	NULL	NULL
